City,Colors_Reported,Shape_Reported,State,Time,Year,Month,Day,Hour
Ballwin,,DISK,MO,1973-06-15 21:30:00,1973,6,15,21
Upper Freehold,RED GREEN,DISK,NJ,1973-06-15 21:50:00,1973,6,15,21
Citrus Heights,,CHEVRON,CA,1973-06-15 22:00:00,1973,6,15,22
Hampton,BLUE,FORMATION,VA,1973-06-15 22:00:00,1973,6,15,22
Whitesburg,,LIGHT,KY,1973-06-15 22:00:00,1973,6,15,22
Calera,,DISK,AL,1973-06-15 22:30:00,1973,6,15,22
San Jose,,TRIANGLE,CA,1973-06-15 22:30:00,1973,6,15,22
Weslaco,ORANGE,FORMATION,TX,1973-06-15 23:00:00,1973,6,15,23
Teterboro Airport,,CIGAR,NJ,1973-06-21 02:00:00,1973,6,21,2
Jackson,,OVAL,TN,1973-06-21 21:00:00,1973,6,21,21
Hinsdale,,DISK,MA,1973-06-22 10:00:00,1973,6,22,10
East Liverpool,,SPHERE,OH,1973-06-25 22:00:00,1973,6,25,22
Los Alamos,,,NM,1973-06-30 00:00:00,1973,6,30,0
Ocala,,,FL,1973-06-30 02:00:00,1973,6,30,2
Whitesburg,,CIGAR,KY,1973-06-30 17:30:00,1973,6,30,17
West Allis,,LIGHT,WI,1973-06-30 20:00:00,1973,6,30,20
Newport Beach,,FORMATION,CA,1973-06-30 23:00:00,1973,6,30,23
Dobson,,DISK,MT,1973-07-01 00:00:00,1973,7,1,0
Erie,,LIGHT,PA,1973-07-01 00:00:00,1973,7,1,0
Titusville,,,PA,1973-07-01 00:00:00,1973,7,1,0
Gaithersburg,GREEN,DISK,MD,1973-07-01 08:00:00,1973,7,1,8
Perth,ORANGE,LIGHT,NY,1973-07-01 20:00:00,1973,7,1,20
Powell,,SPHERE,OK,1973-07-01 20:00:00,1973,7,1,20
Macon,,DISK,GA,1973-07-01 21:00:00,1973,7,1,21
Richmond,,OTHER,CA,1973-07-01 21:00:00,1973,7,1,21
Alabama,,,AL,1973-07-01 22:00:00,1973,7,1,22
Wolf Lake,,LIGHT,IN,1973-07-01 22:00:00,1973,7,1,22
Fort Huachuca,,OTHER,AZ,1973-07-01 22:30:00,1973,7,1,22
Oakcliff,,DISK,TX,1973-07-04 08:00:00,1973,7,4,8
Powell,,,WY,1973-07-05 01:00:00,1973,7,5,1
Stockton,,VARIOUS,CA,1973-07-05 20:00:00,1973,7,5,20
Portland,,FIREBALL,OR,1973-07-07 17:30:00,1973,7,7,17
Odessa,,DISK,TX,1973-07-07 18:00:00,1973,7,7,18
Odessa,,DISK,TX,1973-07-07 18:00:00,1973,7,7,18
Odessa,,DISK,TX,1973-07-07 18:00:00,1973,7,7,18
Greensboro,,CIGAR,NC,1973-07-08 20:30:00,1973,7,8,20
Bar Harbor,,CIRCLE,ME,1973-07-10 00:00:00,1973,7,10,0
Norwalk,,CIGAR,CT,1973-07-12 00:00:00,1973,7,12,0
Green Bay,,OTHER,WI,1973-07-14 01:00:00,1973,7,14,1
Lexington,,OVAL,NC,1973-07-14 20:00:00,1973,7,14,20
Rochester,,SPHERE,NY,1973-07-15 16:30:00,1973,7,15,16
Columbus?,,OTHER,OH,1973-07-15 18:00:00,1973,7,15,18
Poland,,CONE,OH,1973-07-15 18:00:00,1973,7,15,18
Connellsville,,TRIANGLE,PA,1973-07-15 20:00:00,1973,7,15,20
Cleveland,,OVAL,OH,1973-07-15 21:00:00,1973,7,15,21
Dallas,,CIRCLE,TX,1973-07-15 21:00:00,1973,7,15,21
Decatur,,TRIANGLE,GA,1973-07-15 21:00:00,1973,7,15,21
Asheville,ORANGE,DISK,NC,1973-07-17 21:00:00,1973,7,17,21
Martinsburg,,DISK,WV,1973-07-20 19:00:00,1973,7,20,19
Salem,RED,CIRCLE,IL,1973-07-20 21:30:00,1973,7,20,21
Kenosha,,OTHER,WI,1973-07-22 01:00:00,1973,7,22,1
Warm Springs,GREEN,DISK,OR,1973-07-22 09:00:00,1973,7,22,9
Gilmanton,,CIRCLE,NH,1973-07-22 19:45:00,1973,7,22,19
Nags Head,GREEN,,NC,1973-07-23 20:10:00,1973,7,23,20
Blackfoot,,TRIANGLE,ID,1973-07-24 02:24:00,1973,7,24,2
St. Croix Falls,,DIAMOND,WI,1973-07-24 05:32:00,1973,7,24,5
Milwaukee,,,WI,1973-07-25 20:00:00,1973,7,25,20
Burlington,,DISK,NC,1973-07-31 18:20:00,1973,7,31,18
Morrow,,TRIANGLE,GA,1973-08-01 00:00:00,1973,8,1,0
Scituate,,TRIANGLE,MA,1973-08-01 00:00:00,1973,8,1,0
Kittery,,FORMATION,ME,1973-08-01 04:00:00,1973,8,1,4
Steubenville,,CYLINDER,OH,1973-08-01 13:00:00,1973,8,1,13
Appleton,ORANGE,,WI,1973-08-01 22:00:00,1973,8,1,22
Piedmont,,OVAL,MO,1973-08-01 22:00:00,1973,8,1,22
Charles City Co.,,CIGAR,VA,1973-08-02 21:30:00,1973,8,2,21
San Antonio,,SPHERE,TX,1973-08-03 21:45:00,1973,8,3,21
Irvington,,OVAL,NJ,1973-08-03 22:00:00,1973,8,3,22
Victory Lakes,,OVAL,NJ,1973-08-05 20:00:00,1973,8,5,20
Denver,,TRIANGLE,CO,1973-08-06 22:00:00,1973,8,6,22
Kenosha,,DISK,WI,1973-08-10 14:50:00,1973,8,10,14
West Hazleton,,DISK,PA,1973-08-12 20:00:00,1973,8,12,20
Mriemont,,OVAL,OH,1973-08-12 23:30:00,1973,8,12,23
San Diego,,,CA,1973-08-15 00:00:00,1973,8,15,0
Phillipsburg,,DISK,NJ,1973-08-15 19:00:00,1973,8,15,19
Farmers Branch,,DISK,TX,1973-08-15 20:00:00,1973,8,15,20
South China,,SPHERE,ME,1973-08-15 21:00:00,1973,8,15,21
Hudson,RED,TRIANGLE,KS,1973-08-15 21:30:00,1973,8,15,21
Takoma Park,,SPHERE,MD,1973-08-15 22:00:00,1973,8,15,22
Brocton,,DISK,NY,1973-08-15 23:00:00,1973,8,15,23
Yellville,,LIGHT,AR,1973-08-19 19:00:00,1973,8,19,19
Poland,,TRIANGLE,OH,1973-08-20 19:00:00,1973,8,20,19
Hallandale,,DISK,FL,1973-08-25 21:30:00,1973,8,25,21
Robbins AFB,BLUE,CIRCLE,GA,1973-09-01 20:00:00,1973,9,1,20
Elyria,,,OH,1973-09-03 09:00:00,1973,9,3,9
Lewisburg,,TRIANGLE,PA,1973-09-08 20:00:00,1973,9,8,20
Moss Point,,CIRCLE,MS,1973-09-10 17:00:00,1973,9,10,17
San Antonio,,CIRCLE,TX,1973-09-12 23:00:00,1973,9,12,23
Nassau,RED,DISK,FL,1973-09-14 23:00:00,1973,9,14,23
Laguna Beach,,,CA,1973-09-15 02:00:00,1973,9,15,2
Little Meadows,RED BLUE,OVAL,PA,1973-09-15 19:15:00,1973,9,15,19
Baldwinsville,,,NY,1973-09-15 19:30:00,1973,9,15,19
North Royalton,,DISK,OH,1973-09-15 19:30:00,1973,9,15,19
Loomis,RED,LIGHT,CA,1973-09-15 23:00:00,1973,9,15,23
Jefferson,,OVAL,IA,1973-09-16 23:30:00,1973,9,16,23
Mansfield,,OVAL,OH,1973-09-20 10:00:00,1973,9,20,10
Salina,,LIGHT,KS,1973-09-20 10:30:00,1973,9,20,10
Mansfield,,CIGAR,OH,1973-09-20 15:15:00,1973,9,20,15
Mansfield,,CIGAR,OH,1973-09-20 15:30:00,1973,9,20,15
Houston,,CHEVRON,TX,1973-09-20 17:15:00,1973,9,20,17
Philip,,DISK,SD,1973-09-22 15:00:00,1973,9,22,15
Cape Girardeau,,DISK,MO,1973-09-22 18:02:00,1973,9,22,18
Graybill,,DISK,IN,1973-09-23 00:00:00,1973,9,23,0
Strongsville,,OTHER,OH,1973-09-28 00:00:00,1973,9,28,0
Wooster,,TRIANGLE,OH,1973-09-30 22:30:00,1973,9,30,22
Montezuma,,SPHERE,IN,1973-10-01 01:00:00,1973,10,1,1
Virginia Beach,,DISK,VA,1973-10-01 15:00:00,1973,10,1,15
Bloomington,,LIGHT,IN,1973-10-01 20:00:00,1973,10,1,20
North St. Paul,,TRIANGLE,MN,1973-10-01 20:30:00,1973,10,1,20
Waco,,TRIANGLE,TX,1973-10-01 20:45:00,1973,10,1,20
Roseburg,,CYLINDER,OR,1973-10-01 21:00:00,1973,10,1,21
Beatty,,DISK,NV,1973-10-01 21:30:00,1973,10,1,21
Hixson,RED,OVAL,TN,1973-10-01 21:30:00,1973,10,1,21
Valley City,,DISK,OH,1973-10-01 22:45:00,1973,10,1,22
El Centro,,LIGHT,CA,1973-10-06 09:00:00,1973,10,6,9
Tupelo,,DISK,MS,1973-10-08 18:30:00,1973,10,8,18
Atwater,,OTHER,CA,1973-10-08 22:30:00,1973,10,8,22
Niantic,GREEN,DISK,CT,1973-10-10 19:00:00,1973,10,10,19
Jupiter,,EGG,FL,1973-10-11 16:45:00,1973,10,11,16
Birmingham,GREEN,DISK,AL,1973-10-12 19:00:00,1973,10,12,19
Weldon,RED,OVAL,NC,1973-10-13 18:00:00,1973,10,13,18
Spokane,,CIRCLE,WA,1973-10-15 12:40:00,1973,10,15,12
Collierville,,DISK,TN,1973-10-15 16:00:00,1973,10,15,16
Chazy,,LIGHT,NY,1973-10-15 17:30:00,1973,10,15,17
Englewood,,DISK,TN,1973-10-15 18:00:00,1973,10,15,18
Houston,,CIRCLE,TX,1973-10-15 19:30:00,1973,10,15,19
Millington,,DISK,TN,1973-10-15 20:00:00,1973,10,15,20
Warner Robins,,CIGAR,GA,1973-10-17 21:30:00,1973,10,17,21
Montgomery,,LIGHT,AL,1973-10-17 23:30:00,1973,10,17,23
Baltimore,,DISK,MD,1973-10-18 00:00:00,1973,10,18,0
Charlotte,,OVAL,NC,1973-10-18 20:00:00,1973,10,18,20
New York City,,,NY,1973-10-20 00:00:00,1973,10,20,0
Carthage,,FIREBALL,IN,1973-10-20 23:30:00,1973,10,20,23
Federalsburg,,DISK,MD,1973-10-21 14:30:00,1973,10,21,14
Baltimore,,DISK,MD,1973-10-21 17:30:00,1973,10,21,17
Baltimore,,DISK,MD,1973-10-21 18:30:00,1973,10,21,18
Jacksonville Beach,,VARIOUS,FL,1973-10-24 00:00:00,1973,10,24,0
Centerville,,OTHER,OH,1973-10-24 18:45:00,1973,10,24,18
Centerville,,CIRCLE,OH,1973-10-24 19:30:00,1973,10,24,19
Green River,,DISK,UT,1973-10-30 04:00:00,1973,10,30,4
Green River,RED,DISK,UT,1973-10-30 04:00:00,1973,10,30,4
Wilson,,CIGAR,OK,1973-10-31 19:30:00,1973,10,31,19
Huntington,ORANGE,,NY,1973-11-01 19:00:00,1973,11,1,19
Orange County,ORANGE,OVAL,CA,1973-11-09 01:00:00,1973,11,9,1
Boone,,DISK,NC,1973-11-10 20:00:00,1973,11,10,20
West Chester,,DISK,PA,1973-11-11 19:00:00,1973,11,11,19
New York City,,DISK,NY,1973-11-15 00:00:00,1973,11,15,0
Key West,RED,DISK,FL,1973-11-15 17:30:00,1973,11,15,17
Colbert Heights,YELLOW GREEN,DISK,AL,1973-11-15 18:00:00,1973,11,15,18
Talahassee,,LIGHT,FL,1973-11-15 23:00:00,1973,11,15,23
Kapaa,,CIGAR,HI,1973-11-23 19:00:00,1973,11,23,19
Florida,,OVAL,FL,1973-11-24 20:00:00,1973,11,24,20
Vienna,,CIGAR,VA,1973-11-25 22:00:00,1973,11,25,22
Avoca,RED,,IA,1973-12-03 19:00:00,1973,12,3,19
Glen Rose,,LIGHT,AR,1973-12-05 19:00:00,1973,12,5,19
Kirkland,,TRIANGLE,WA,1973-12-12 21:00:00,1973,12,12,21
Olympia,RED,DIAMOND,WA,1973-12-15 01:00:00,1973,12,15,1
Colorado,ORANGE,DISK,CO,1973-12-23 16:00:00,1973,12,23,16
Kent,,CIGAR,WA,1974-01-01 01:00:00,1974,1,1,1
Carbondale,,CIRCLE,PA,1974-01-09 21:00:00,1974,1,9,21
Terre Haute,,DISK,IN,1974-01-15 05:00:00,1974,1,15,5
Madison,RED YELLOW GREEN,OVAL,ME,1974-01-18 19:00:00,1974,1,18,19
Pawtucket,,DISK,RI,1974-01-24 00:00:00,1974,1,24,0
Pawtucket,,DISK,RI,1974-01-24 22:00:00,1974,1,24,22
San Diego,,,CA,1974-01-30 23:00:00,1974,1,30,23
Woodlawn,BLUE,FIREBALL,VA,1974-02-14 21:00:00,1974,2,14,21
Orange,,FLASH,CA,1974-02-15 20:00:00,1974,2,15,20
Simpson,BLUE,,PA,1974-02-15 22:10:00,1974,2,15,22
Indianapolis,ORANGE,DISK,IN,1974-02-19 03:00:00,1974,2,19,3
Metarie,,DISK,LA,1974-03-15 06:00:00,1974,3,15,6
Tula,,CIRCLE,MS,1974-03-15 18:00:00,1974,3,15,18
Moosic,,CIRCLE,PA,1974-03-15 19:30:00,1974,3,15,19
Cotton County,ORANGE,RECTANGLE,OK,1974-03-15 22:00:00,1974,3,15,22
Santa Rosa,,DISK,CA,1974-03-15 22:30:00,1974,3,15,22
Wewahitchka,,DISK,FL,1974-03-21 23:00:00,1974,3,21,23
Aurora,,VARIOUS,CO,1974-04-01 07:30:00,1974,4,1,7
Mill Valley,,CIRCLE,CA,1974-04-01 13:00:00,1974,4,1,13
Birmingham,,DISK,AL,1974-04-02 23:30:00,1974,4,2,23
Petaluma,,SPHERE,CA,1974-04-04 07:30:00,1974,4,4,7
Hallsville,,SPHERE,OH,1974-04-10 07:10:00,1974,4,10,7
Chicago,,OVAL,IL,1974-04-15 18:00:00,1974,4,15,18
Santa Ana,RED,SPHERE,CA,1974-04-15 22:00:00,1974,4,15,22
Ventura,,CIRCLE,CA,1974-04-15 22:00:00,1974,4,15,22
Wooster,,SPHERE,OH,1974-04-15 22:00:00,1974,4,15,22
Dexter,,DISK,MO,1974-04-15 23:00:00,1974,4,15,23
Galesburg,,DISK,MI,1974-04-20 02:15:00,1974,4,20,2
Rosalia,GREEN,CHEVRON,WA,1974-04-23 20:00:00,1974,4,23,20
Houston,,LIGHT,TX,1974-04-23 21:00:00,1974,4,23,21
Brooksville,,DISK,ME,1974-04-25 20:30:00,1974,4,25,20
Port Everglades,,,FL,1974-04-29 03:15:00,1974,4,29,3
Ft. Bragg,,CIRCLE,NC,1974-05-01 01:00:00,1974,5,1,1
Franklin,,OVAL,KY,1974-05-01 17:00:00,1974,5,1,17
Athens,RED,CIRCLE,GA,1974-05-10 19:00:00,1974,5,10,19
Taylorsville,RED ORANGE,DISK,NC,1974-05-14 21:00:00,1974,5,14,21
Jackson,,,MS,1974-05-15 00:00:00,1974,5,15,0
Esopus,,OTHER,NY,1974-05-15 01:30:00,1974,5,15,1
Bristow,,CIGAR,OK,1974-05-15 13:00:00,1974,5,15,13
Howard Beach,,DISK,NY,1974-05-15 15:15:00,1974,5,15,15
Atlanta,RED YELLOW BLUE,DISK,GA,1974-05-15 20:00:00,1974,5,15,20
Smyrna,,DISK,GA,1974-05-15 20:30:00,1974,5,15,20
Aurora,,DISK,OR,1974-05-15 21:00:00,1974,5,15,21
Passaic,,CIGAR,NJ,1974-05-15 21:00:00,1974,5,15,21
Jonesboro,,DISK,GA,1974-05-20 20:30:00,1974,5,20,20
Mescalero Indian Reservation,,RECTANGLE,NM,1974-05-22 05:30:00,1974,5,22,5
Spring Lake,,OVAL,MI,1974-05-27 12:00:00,1974,5,27,12
Lyndhurst,,CIRCLE,NJ,1974-05-27 17:00:00,1974,5,27,17
Bardstown,,DISK,KY,1974-06-01 00:00:00,1974,6,1,0
East Liverpool,,FIREBALL,OH,1974-06-01 00:00:00,1974,6,1,0
Garrison,,DISK,NY,1974-06-01 00:00:00,1974,6,1,0
Marquette,,OVAL,MI,1974-06-01 00:00:00,1974,6,1,0
Napa,,CIGAR,CA,1974-06-01 00:00:00,1974,6,1,0
Peebles,GREEN,CIRCLE,OH,1974-06-01 00:00:00,1974,6,1,0
Wilmington,,TRIANGLE,NC,1974-06-01 02:00:00,1974,6,1,2
Lakeside to North Bend,,LIGHT,OR,1974-06-01 06:00:00,1974,6,1,6
Ore City,,CIRCLE,TX,1974-06-01 10:00:00,1974,6,1,10
Colorado Springs,,CIRCLE,CO,1974-06-01 12:00:00,1974,6,1,12
Terrytown,RED ORANGE,OTHER,LA,1974-06-01 13:00:00,1974,6,1,13
Tucson,,CYLINDER,AZ,1974-06-01 13:00:00,1974,6,1,13
Niles,,FIREBALL,CA,1974-06-01 15:00:00,1974,6,1,15
Boulder  Creek,,OTHER,CA,1974-06-01 19:00:00,1974,6,1,19
Davidson County,,DISK,NC,1974-06-01 21:00:00,1974,6,1,21
N. Miami,,FIREBALL,FL,1974-06-01 21:00:00,1974,6,1,21
Douglasville,,OTHER,GA,1974-06-01 22:00:00,1974,6,1,22
Ovid,,,CO,1974-06-01 22:00:00,1974,6,1,22
Placerville,,CHEVRON,CA,1974-06-01 22:00:00,1974,6,1,22
Madison,,SPHERE,CT,1974-06-01 22:30:00,1974,6,1,22
Manistee,,,MI,1974-06-01 23:00:00,1974,6,1,23
Milo,,LIGHT,MO,1974-06-01 23:00:00,1974,6,1,23
Green Cove Springs,,CIRCLE,FL,1974-06-06 14:00:00,1974,6,6,14
Bells,,TRIANGLE,TX,1974-06-06 23:00:00,1974,6,6,23
Commerce,RED GREEN BLUE,LIGHT,TX,1974-06-07 21:00:00,1974,6,7,21
Tulsa,,,OK,1974-06-08 05:00:00,1974,6,8,5
Merkel,,DISK,TX,1974-06-10 14:30:00,1974,6,10,14
Kentucky,,OTHER,KY,1974-06-10 19:00:00,1974,6,10,19
Rexburg,,OVAL,ID,1974-06-12 03:00:00,1974,6,12,3
La Mesa,RED,TRIANGLE,CA,1974-06-14 05:30:00,1974,6,14,5
Westline,,LIGHT,PA,1974-06-15 00:00:00,1974,6,15,0
Erie,,CIRCLE,PA,1974-06-15 02:45:00,1974,6,15,2
Roseville,,TRIANGLE,MI,1974-06-15 08:00:00,1974,6,15,8
Shady Point,,DISK,OK,1974-06-15 12:00:00,1974,6,15,12
Janesville,,OTHER,WI,1974-06-15 12:20:00,1974,6,15,12
Albany,,TRIANGLE,NY,1974-06-15 13:00:00,1974,6,15,13
Austin,,OTHER,MN,1974-06-15 13:00:00,1974,6,15,13
Live Oak,,TRIANGLE,CA,1974-06-15 15:00:00,1974,6,15,15
Bellingham,,OTHER,MA,1974-06-15 15:30:00,1974,6,15,15
San Diego,,SPHERE,CA,1974-06-15 20:00:00,1974,6,15,20
Kingston,RED GREEN BLUE,,MA,1974-06-15 21:00:00,1974,6,15,21
Pensacola,,SPHERE,FL,1974-06-15 21:00:00,1974,6,15,21
Truckee,,CIGAR,CA,1974-06-15 22:00:00,1974,6,15,22
Calera,,DISK,AL,1974-06-15 22:30:00,1974,6,15,22
Paulsboro,,OVAL,NJ,1974-06-17 13:00:00,1974,6,17,13
Gibralter,ORANGE,LIGHT,MI,1974-06-20 01:00:00,1974,6,20,1
Ashland,,DISK,OH,1974-06-20 05:30:00,1974,6,20,5
Minneapolis,,LIGHT,MN,1974-06-20 16:00:00,1974,6,20,16
Fort Scott,,DIAMOND,KS,1974-06-20 20:00:00,1974,6,20,20
South Haven,,DISK,MI,1974-06-25 09:00:00,1974,6,25,9
Caribou Maine,,DISK,ME,1974-06-30 00:00:00,1974,6,30,0
Columbus,,DISK,GA,1974-06-30 00:00:00,1974,6,30,0
Springfield,,CIRCLE,MO,1974-06-30 09:30:00,1974,6,30,9
Los Angeles,,SPHERE,CA,1974-06-30 12:00:00,1974,6,30,12
Hutchinson,,CIGAR,KS,1974-06-30 14:00:00,1974,6,30,14
New York,,DISK,NY,1974-06-30 18:30:00,1974,6,30,18
Camden,,RECTANGLE,NJ,1974-06-30 19:00:00,1974,6,30,19
Herkimer,,CIGAR,NY,1974-06-30 21:00:00,1974,6,30,21
Kingston,,DISK,MA,1974-06-30 21:00:00,1974,6,30,21
New York City,,CIRCLE,NY,1974-06-30 21:00:00,1974,6,30,21
Minot,,OTHER,ND,1974-06-30 22:00:00,1974,6,30,22
Bedford,,LIGHT,VA,1974-06-30 23:00:00,1974,6,30,23
Maple Valley,,LIGHT,WA,1974-07-01 06:00:00,1974,7,1,6
Benton,,FIREBALL,KY,1974-07-01 20:00:00,1974,7,1,20
Mishawaka,,CIRCLE,IN,1974-07-01 20:00:00,1974,7,1,20
Lynden,,LIGHT,WA,1974-07-01 21:30:00,1974,7,1,21
Plantation,,OVAL,FL,1974-07-02 22:00:00,1974,7,2,22
North Carolina,,CIRCLE,NC,1974-07-04 00:00:00,1974,7,4,0
Jackson,,TRIANGLE,MS,1974-07-05 23:00:00,1974,7,5,23
Council Bluffs,RED,DISK,IA,1974-07-07 03:00:00,1974,7,7,3
Boston,,CIRCLE,MA,1974-07-07 21:00:00,1974,7,7,21
Marion,,SPHERE,OH,1974-07-10 00:00:00,1974,7,10,0
Mosinee,,OVAL,WI,1974-07-12 10:10:00,1974,7,12,10
Conrath,,DISK,WI,1974-07-13 00:00:00,1974,7,13,0
Valley Falls,YELLOW,EGG,KS,1974-07-15 02:30:00,1974,7,15,2
Live Oak,,TRIANGLE,CA,1974-07-15 03:30:00,1974,7,15,3
Jermyn,RED,FIREBALL,PA,1974-07-15 05:30:00,1974,7,15,5
Vining,,OTHER,MN,1974-07-15 13:00:00,1974,7,15,13
Carthage,,,MS,1974-07-15 14:00:00,1974,7,15,14
Evanston,ORANGE,DISK,IL,1974-07-15 17:00:00,1974,7,15,17
Overland Park,,LIGHT,KS,1974-07-15 19:00:00,1974,7,15,19
Hampton,,LIGHT,VA,1974-07-15 20:00:00,1974,7,15,20
Jacksonville,,TRIANGLE,FL,1974-07-15 21:00:00,1974,7,15,21
Ottawa,,,IL,1974-07-15 21:00:00,1974,7,15,21
Bridgeview,,TRIANGLE,IL,1974-07-15 22:00:00,1974,7,15,22
Valencia,,DISK,CA,1974-07-15 22:00:00,1974,7,15,22
New Albany,RED GREEN,TRIANGLE,IN,1974-07-15 22:30:00,1974,7,15,22
Fort Lauderdale,,FIREBALL,FL,1974-07-16 01:00:00,1974,7,16,1
Scottsville,,CROSS,KY,1974-07-16 23:00:00,1974,7,16,23
Bremerton,,DELTA,WA,1974-07-18 20:00:00,1974,7,18,20
Marfa,,OVAL,TX,1974-07-20 02:00:00,1974,7,20,2
Morgan City,,TRIANGLE,LA,1974-07-20 03:00:00,1974,7,20,3
Salem,,CIGAR,MA,1974-07-20 18:30:00,1974,7,20,18
Woodbridge,,DISK,NJ,1974-07-20 22:00:00,1974,7,20,22
Newark,,DISK,DE,1974-07-21 21:00:00,1974,7,21,21
Apple Valley,,DISK,MN,1974-07-21 22:30:00,1974,7,21,22
Gulf of Mexico,,DISK,FL,1974-07-22 14:00:00,1974,7,22,14
Salida,,DISK,CO,1974-07-22 22:30:00,1974,7,22,22
Hagerstown,,DISK,MD,1974-07-24 19:00:00,1974,7,24,19
East Berkshire,ORANGE,LIGHT,VT,1974-07-24 21:00:00,1974,7,24,21
Hagerstown,,DISK,MD,1974-07-24 22:00:00,1974,7,24,22
Bridgeport,RED,CIRCLE,CT,1974-07-25 21:00:00,1974,7,25,21
Claremont,,OVAL,NC,1974-07-26 20:30:00,1974,7,26,20
Cohasset,,LIGHT,MA,1974-07-27 02:30:00,1974,7,27,2
Wilton,,CYLINDER,CT,1974-08-01 03:00:00,1974,8,1,3
Grafton,,CIRCLE,MA,1974-08-01 19:00:00,1974,8,1,19
Chester,,TRIANGLE,CA,1974-08-01 21:00:00,1974,8,1,21
Clarkston,,OVAL,GA,1974-08-01 21:00:00,1974,8,1,21
Pemberton,,CIRCLE,NJ,1974-08-01 21:30:00,1974,8,1,21
Springfield,,CIGAR,OH,1974-08-01 22:00:00,1974,8,1,22
Lexington,,DISK,KY,1974-08-01 22:45:00,1974,8,1,22
Campbell,,TRIANGLE,CA,1974-08-01 23:00:00,1974,8,1,23
Warren,,CIRCLE,OH,1974-08-02 16:00:00,1974,8,2,16
Morganfield,,CIRCLE,KY,1974-08-07 20:00:00,1974,8,7,20
East Haven,,LIGHT,CT,1974-08-08 03:00:00,1974,8,8,3
Mentor,,DISK,OH,1974-08-08 10:00:00,1974,8,8,10
Lake Zurich,,SPHERE,IL,1974-08-08 22:00:00,1974,8,8,22
Spokane,,CIGAR,WA,1974-08-09 12:00:00,1974,8,9,12
Spokane,,OTHER,WA,1974-08-09 12:00:00,1974,8,9,12
New Rochelle,,OVAL,NY,1974-08-10 01:00:00,1974,8,10,1
New Rochelle,,OVAL,NY,1974-08-10 13:00:00,1974,8,10,13
Greenville,,RECTANGLE,SC,1974-08-10 18:00:00,1974,8,10,18
Boardman,,DISK,OH,1974-08-12 20:30:00,1974,8,12,20
Kent,,DISK,OH,1974-08-15 07:00:00,1974,8,15,7
Pullman,,CIRCLE,MI,1974-08-15 17:00:00,1974,8,15,17
Gold Beach,,CIRCLE,OR,1974-08-15 20:00:00,1974,8,15,20
Niagara Falls,,TRIANGLE,NY,1974-08-15 20:00:00,1974,8,15,20
Redondo,,DISK,WA,1974-08-15 20:00:00,1974,8,15,20
Miami,,CIGAR,FL,1974-08-15 20:30:00,1974,8,15,20
Canon AFB,,LIGHT,NM,1974-08-15 22:00:00,1974,8,15,22
Girard,,,OH,1974-08-15 22:00:00,1974,8,15,22
Chubbuck,,OTHER,ID,1974-08-15 22:30:00,1974,8,15,22
Somersworth,,DISK,NH,1974-08-16 19:30:00,1974,8,16,19
King City,GREEN,OVAL,CA,1974-08-20 22:00:00,1974,8,20,22
Delta,,DISK,UT,1974-08-20 23:45:00,1974,8,20,23
Holloman AFB,,OTHER,NM,1974-08-21 11:00:00,1974,8,21,11
North Windham,,DISK,ME,1974-08-23 02:30:00,1974,8,23,2
Bridgeport,,TRIANGLE,CT,1974-08-23 19:30:00,1974,8,23,19
Colliers,,DISK,WV,1974-08-25 21:00:00,1974,8,25,21
Rochester Hills,,DISK,MI,1974-08-29 22:00:00,1974,8,29,22
Owensboro,,,KY,1974-09-01 16:00:00,1974,9,1,16
Cumberland,,LIGHT,MD,1974-09-01 17:30:00,1974,9,1,17
Auburn,,RECTANGLE,AL,1974-09-01 20:00:00,1974,9,1,20
Bremen,,DISK,IN,1974-09-01 21:00:00,1974,9,1,21
Sitka,,DISK,AK,1974-09-01 23:00:00,1974,9,1,23
Murfreesboro,,DISK,TN,1974-09-03 22:00:00,1974,9,3,22
Denver,,OTHER,CO,1974-09-11 20:00:00,1974,9,11,20
Columbia,,DISK,SC,1974-09-13 21:00:00,1974,9,13,21
Piedmont,,DISK,OK,1974-09-14 03:00:00,1974,9,14,3
Kelso,,TRIANGLE,WA,1974-09-15 02:00:00,1974,9,15,2
Chico,,CHEVRON,CA,1974-09-15 03:00:00,1974,9,15,3
"Heber Springs, Greers Ferry Lake",,DISK,AR,1974-09-15 17:20:00,1974,9,15,17
Detroit,,DISK,MI,1974-09-15 18:30:00,1974,9,15,18
Hattiesburg,,TRIANGLE,MS,1974-09-15 20:00:00,1974,9,15,20
Westerlo,,LIGHT,NY,1974-09-15 20:00:00,1974,9,15,20
no data,,DISK,KY,1974-09-15 21:00:00,1974,9,15,21
Woodburn,,RECTANGLE,IN,1974-09-15 21:30:00,1974,9,15,21
Independence,,OTHER,MO,1974-09-15 22:30:00,1974,9,15,22
Jamul,,FIREBALL,CA,1974-09-22 17:00:00,1974,9,22,17
Spanaway,,OTHER,WA,1974-09-23 21:30:00,1974,9,23,21
Baskin,,OVAL,LA,1974-09-30 01:00:00,1974,9,30,1
Denton,,,TX,1974-10-01 01:00:00,1974,10,1,1
Weirton,,SPHERE,WV,1974-10-01 18:00:00,1974,10,1,18
Deerwood,,,MN,1974-10-01 20:00:00,1974,10,1,20
Chester,,LIGHT,NJ,1974-10-01 21:00:00,1974,10,1,21
Chicago,,OVAL,IL,1974-10-06 22:00:00,1974,10,6,22
